acc_x_1,0.763293410657
acc_x_2,0.762423975087
acc_x_3,0.761703050402
acc_x_4,0.760828062357
acc_x_5,0.759227204282
acc_x_6,0.757353046402
acc_x_7,0.755182929263
acc_x_8,0.754757630388
acc_x_9,0.754458198748
acc_x_10,0.754029645057
acc_x_11,0.754963337563
acc_x_12,0.756075584383
acc_x_13,0.756596384972
acc_x_14,0.757960507981
acc_x_15,0.760098753086
acc_x_16,0.76282898725
acc_x_17,0.7650787546
acc_x_18,0.765640710595
acc_x_19,0.765125435042
acc_x_20,0.765852965857
acc_y_1,0.508098975268
acc_y_2,0.513162020791
acc_y_3,0.52200639151
acc_y_4,0.5310540135
acc_y_5,0.539473406353
acc_y_6,0.546976273628
acc_y_7,0.551714122118
acc_y_8,0.555781472587
acc_y_9,0.55943701339
acc_y_10,0.561836515011
acc_y_11,0.563906780365
acc_y_12,0.56453829755
acc_y_13,0.562557794447
acc_y_14,0.558934804676
acc_y_15,0.554181851433
acc_y_16,0.548147560895
acc_y_17,0.540774205145
acc_y_18,0.531229349667
acc_y_19,0.521923932842
acc_y_20,0.517630697878
gyr_z_1,0.0549543071343
gyr_z_2,0.0556612305017
gyr_z_3,0.0574535281538
gyr_z_4,0.0597796080211
gyr_z_5,0.0626269300189
gyr_z_6,0.0650086981772
gyr_z_7,0.067280168541
gyr_z_8,0.0689743164492
gyr_z_9,0.0706039190874
gyr_z_10,0.0719017480096
gyr_z_11,0.0726271250711
gyr_z_12,0.0725294563094
gyr_z_13,0.0716329088096
gyr_z_14,0.0699445084337
gyr_z_15,0.0682386421225
gyr_z_16,0.0653692076851
gyr_z_17,0.0621325906218
gyr_z_18,0.059376800913
gyr_z_19,0.0571217032407
gyr_z_20,0.0560575416282
spd_1,38.44094246
spd_2,38.4383992314
spd_3,38.4498607163
spd_4,38.4347404006
spd_5,38.4165942316
time,549952.294436
